name,tradingsymbol,instrument_key
PRAJAY ENG. SYN. LTD.,PRAENG,NSE_EQ|INE505C01016
DILIP BUILDCON LIMITED,DBL,NSE_EQ|INE917M01012
BAYER CROPSCIENCE LTD,BAYERCROP,NSE_EQ|INE462A01022
RAINBOW CHILDRENS MED LTD,RAINBOW,NSE_EQ|INE961O01016
SAVITA OIL TECHNOLO. LTD,SOTL,NSE_EQ|INE035D01020
INDRAPRASTHA GAS LTD,IGL,NSE_EQ|INE203G01027
CENTURY ENKA LTD,CENTENKA,NSE_EQ|INE485A01015
STYRENIX PERFORMANCE LTD,STYRENIX,NSE_EQ|INE189B01011
KHADIM INDIA LIMITED,KHADIM,NSE_EQ|INE834I01025
ESAB INDIA LTD,ESABINDIA,NSE_EQ|INE284A01012
NEWGEN SOFTWARE TECH LTD,NEWGEN,NSE_EQ|INE619B01017
SHIPPING CORP OF INDIA LT,SCI,NSE_EQ|INE109A01011
A2Z INFRA ENGINEERING LTD,A2ZINFRA,NSE_EQ|INE619I01012
HAPPY FORGINGS LIMITED,HAPPYFORGE,NSE_EQ|INE330T01021
ANKIT MET & POW LTD,ANKITMETAL,NSE_EQ|INE106I01010
AARVEE DEN. & EXP. LTD,AARVEEDEN,NSE_EQ|INE273D01019
CONFIDENCE PETRO IND LTD.,CONFIPET,NSE_EQ|INE552D01024
AARTECH SOLONICS LIMITED,AARTECH,NSE_EQ|INE01C001026
RALLIS INDIA LTD,RALLIS,NSE_EQ|INE613A01020
AIRO LAM LIMITED,AIROLAM,NSE_EQ|INE801L01010
SHREYANS INDUSTRIES LTD,SHREYANIND,NSE_EQ|INE231C01019
ONE POINT ONE SOL LTD,ONEPOINT,NSE_EQ|INE840Y01029
ROYAL ORCHID HOTELS LTD,ROHLTD,NSE_EQ|INE283H01019
DAM CAPITAL ADVISORS LTD,DAMCAPITAL,NSE_EQ|INE284H01025
AYM SYNTEX LIMITED,AYMSYNTEX,NSE_EQ|INE193B01039
FINOLEX INDUSTRIES LTD,FINPIPE,NSE_EQ|INE183A01024
SENORES PHARMACEUTICALS L,SENORES,NSE_EQ|INE0RB801010
SUNDROP BRANDS LIMITED,SUNDROP,NSE_EQ|INE209A01019
GUJ NAR VAL FER & CHEM L,GNFC,NSE_EQ|INE113A01013
MAMATA MACHINERY LIMITED,MAMATA,NSE_EQ|INE0TO701015
GIC HOUSING FINANCE LTD,GICHSGFIN,NSE_EQ|INE289B01019
TATA CONSULTANCY SERV LT,TCS,NSE_EQ|INE467B01029
MANALI PETROCHEMICALS LT,MANALIPETC,NSE_EQ|INE201A01024
D P WIRES LIMITED,DPWIRES,NSE_EQ|INE864X01013
M&M FIN. SERVICES LTD,M&MFIN,NSE_EQ|INE774D01024
MODISON LIMITED,MODISONLTD,NSE_EQ|INE737D01021
JK TYRE & INDUSTRIES LTD,JKTYRE,NSE_EQ|INE573A01042
KALPATARU LIMITED,KALPATARU,NSE_EQ|INE227J01012
AUTHUM INVEST & INFRA LTD,AIIL,NSE_EQ|INE206F01022
ONELIFE CAP ADVISORS LTD,ONELIFECAP,NSE_EQ|INE912L01015
MM FORGINGS LTD,MMFL,NSE_EQ|INE227C01017
LAKSHMI FIN IND CORP LTD,LFIC,NSE_EQ|INE850E01012
RAJRATAN GLOBAL WIRE LTD,RAJRATAN,NSE_EQ|INE451D01029
DIGICONTENT LIMITED,DGCONTENT,NSE_EQ|INE03JI01017
SINCLAIRS HOTELS LIMITED,SINCLAIR,NSE_EQ|INE985A01022
SVP GLOBAL TEXTILES LTD,SVPGLOB,NSE_EQ|INE308E01029
STALLION IND FLUOROCHEM L,STALLION,NSE_EQ|INE0RYC01010
ANSAL PROP & INFRA LTD,ANSALAPI,NSE_EQ|INE436A01026
MACPOWER CNC MACHINES LTD,MACPOWER,NSE_EQ|INE155Z01011
SAPPHIRE FOODS INDIA LTD,SAPPHIRE,NSE_EQ|INE806T01020
TRIGYN TECHNOLOGIES LTD,TRIGYN,NSE_EQ|INE948A01012
LINDE INDIA LIMITED,LINDEINDIA,NSE_EQ|INE473A01011
PRINCE PIPES FITTINGS LTD,PRINCEPIPE,NSE_EQ|INE689W01016
HDB FINANCIAL SERVICES L,HDBFS,NSE_EQ|INE756I01012
BOROSIL SCIENTIFIC LTD,BOROSCI,NSE_EQ|INE02L001032
BHAGIRADHA CHEM & INDS L,BHAGCHEM,NSE_EQ|INE414D01027
DILIGENT MEDIA CORP LTD.,DNAMEDIA,NSE_EQ|INE016M01021
EVEREST INDUSTRIES LTD,EVERESTIND,NSE_EQ|INE295A01018
TIL LTD,TIL,NSE_EQ|INE806C01018
SHILPA MEDICARE LTD,SHILPAMED,NSE_EQ|INE790G01031
BLS INTL SERVS LTD,BLS,NSE_EQ|INE153T01027
SUN TV NETWORK LIMITED,SUNTV,NSE_EQ|INE424H01027
GRINDWELL NORTON LIMITED,GRINDWELL,NSE_EQ|INE536A01023
BEML LIMITED,BEML,NSE_EQ|INE258A01016
E2E NETWORKS LIMITED,E2E,NSE_EQ|INE255Z01019
MASTEK LTD,MASTEK,NSE_EQ|INE759A01021
HINDUSTAN MEDIA VENT LTD,HMVL,NSE_EQ|INE871K01015
KCP LTD,KCP,NSE_EQ|INE805C01028
INDOSTAR CAPITAL FIN LTD,INDOSTAR,NSE_EQ|INE896L01010
ARVEE LABORATORIES I LTD,ARVEE,NSE_EQ|INE006Z01016
TTK HEALTHCARE LIMITED,TTKHLTCARE,NSE_EQ|INE910C01018
NTPC GREEN ENERGY LIMITED,NTPCGREEN,NSE_EQ|INE0ONG01011
TAINWALA CHEMICAL AND PLA,TAINWALCHM,NSE_EQ|INE123C01018
UNIPARTS INDIA LIMITED,UNIPARTS,NSE_EQ|INE244O01017
MINDA CORPORATION LTD,MINDACORP,NSE_EQ|INE842C01021
GUJARAT STATE PETRO LTD,GSPL,NSE_EQ|INE246F01010
SATIN CREDIT NET LTD,SATIN,NSE_EQ|INE836B01017
SANGAM (INDIA) LTD,SANGAMIND,NSE_EQ|INE495C01010
KRIDHAN INFRA LIMITED,KRIDHANINF,NSE_EQ|INE524L01026
HARIOM PIPE INDUSTRIES L,HARIOMPIPE,NSE_EQ|INE00EV01017
INDRAPRASTHA MEDICAL CORP,INDRAMEDCO,NSE_EQ|INE681B01017
XCHANGING SOLUTIONS LTD,XCHANGING,NSE_EQ|INE692G01013
SAKUMA EXPORTS LIMITED,SAKUMA,NSE_EQ|INE190H01024
CHOLAMANDALAM FIN HOL LTD,CHOLAHLDNG,NSE_EQ|INE149A01033
ALKALI METALS LTD,ALKALI,NSE_EQ|INE773I01017
ORTIN GLOBAL LIMITED,ORTINGLOBE,NSE_EQ|INE749B01020
MALLCOM (INDIA) LIMITED,MALLCOM,NSE_EQ|INE389C01015
IL&FS ENG AND CONS CO LTD,IL&FSENGG,NSE_EQ|INE369I01014
GUJARAT ALKALIES & CHEM,GUJALKALI,NSE_EQ|INE186A01019
PAKKA LIMITED,PAKKA,NSE_EQ|INE551D01018
YAARI DIGI INT SER LTD,YAARI,NSE_EQ|INE126M01010
LANDMARK CARS LIMITED,LANDMARK,NSE_EQ|INE559R01029
RANA SUGARS LTD.,RANASUG,NSE_EQ|INE625B01014
AWL AGRI BUSINESS LIMITED,AWL,NSE_EQ|INE699H01024
MIRC ELECTRONICS LTD,MIRCELECTR,NSE_EQ|INE831A01028
PEARL GLOBAL IND LIMITED,PGIL,NSE_EQ|INE940H01022
VINDHYA TELELINKS LTD,VINDHYATEL,NSE_EQ|INE707A01012
WELSPUN LIVING LIMITED,WELSPUNLIV,NSE_EQ|INE192B01031
ADITYA BIRLA FASHION & RT,ABFRL,NSE_EQ|INE647O01011
AMBUJA CEMENTS LTD,AMBUJACEM,NSE_EQ|INE079A01024
CORDS CABLE INDUS LTD.,CORDSCABLE,NSE_EQ|INE792I01017
HIMADRI SPECIALITY CHEM L,HSCL,NSE_EQ|INE019C01026
PG ELECTROPLAST LTD,PGEL,NSE_EQ|INE457L01029
SPIC LTD,SPIC,NSE_EQ|INE147A01011
GAIL (INDIA) LTD,GAIL,NSE_EQ|INE129A01019
ARIHANT SUPERSTRUCT LTD,ARIHANTSUP,NSE_EQ|INE643K01018
LIFE INSURA CORP OF INDIA,LICI,NSE_EQ|INE0J1Y01017
EMUDHRA LIMITED,EMUDHRA,NSE_EQ|INE01QM01018
GODFREY PHILLIPS INDIA LT,GODFRYPHLP,NSE_EQ|INE260B01028
PRATAAP SNACKS LIMITED,DIAMONDYD,NSE_EQ|INE393P01035
ANTARCTICA LTD,ANTGRAPHIC,NSE_EQ|INE414B01021
ION EXCHANGE (INDIA) LTD,IONEXCHANG,NSE_EQ|INE570A01022
PREMIER LIMITED,PREMIER,NSE_EQ|INE342A01018
VEDANT FASHIONS LIMITED,MANYAVAR,NSE_EQ|INE825V01034
KIRLOSKAR PNEUMATIC COM L,KIRLPNU,NSE_EQ|INE811A01020
ACTION CONST EQUIP LTD,ACE,NSE_EQ|INE731H01025
DIVGI TORQTRANSFER SYST L,DIVGIITTS,NSE_EQ|INE753U01022
SUKHJIT STARCH & CHEM LTD,SUKHJITS,NSE_EQ|INE450E01029
GILLANDERS ARBUTHNOT LTD,GILLANDERS,NSE_EQ|INE047B01011
SBFC FINANCE LIMITED,SBFC,NSE_EQ|INE423Y01016
COMPUCOM SOFTWARE LTD,COMPUSOFT,NSE_EQ|INE453B01029
ULTRATECH CEMENT LIMITED,ULTRACEMCO,NSE_EQ|INE481G01011
CROMPT GREA CON ELEC LTD,CROMPTON,NSE_EQ|INE299U01018
LAKSHMI PRE SCRE LTD,LAKPRE,NSE_EQ|INE651C01018
SHAH METACORP LIMITED,SHAH,NSE_EQ|INE482J01021
HDFC BANK LTD,HDFCBANK,NSE_EQ|INE040A01034
MARATHON NXTGEN REALT LTD,MARATHON,NSE_EQ|INE182D01020
TIRUPATI FORGE LIMITED,TIRUPATIFL,NSE_EQ|INE319Y01024
CYBERTECH SYSTEMS & SOFTW,CYBERTECH,NSE_EQ|INE214A01019
BALAJI AMINES LIMITED,BALAMINES,NSE_EQ|INE050E01027
MEDICO REMEDIES LIMITED,MEDICO,NSE_EQ|INE630Y01024
WORTH PERIPHERALS LIMITED,WORTH,NSE_EQ|INE196Y01018
J B CHEMICALS AND PHARMA,JBCHEPHARM,NSE_EQ|INE572A01036
GE VERNOVA T&D INDIA LTD,GVT&D,NSE_EQ|INE200A01026
SHRE PUSH CHEM & FERT LTD,SHREEPUSHK,NSE_EQ|INE712K01011
CUPID LIMITED,CUPID,NSE_EQ|INE509F01029
HINDUSTAN CONSTRUC,HCC,NSE_EQ|INE549A01026
SOFTTECH ENGINEERS LTD,SOFTTECH,NSE_EQ|INE728Z01015
LATENT VIEW ANALYTICS LTD,LATENTVIEW,NSE_EQ|INE0I7C01011
ATUL AUTO LIMITED,ATULAUTO,NSE_EQ|INE951D01028
ALOK INDUSTRIES LIMITED,ALOKINDS,NSE_EQ|INE270A01029
GODREJ INDUSTRIES LTD,GODREJIND,NSE_EQ|INE233A01035
COMMERCIAL SYN BAGS LTD,COMSYN,NSE_EQ|INE073V01015
PROSTARM INFO SYSTEMS LTD,PROSTARM,NSE_EQ|INE0BX301013
CAMBRIDGE TECH ENTER LTD,CTE,NSE_EQ|INE627H01017
RAJSHREE POLYPACK LTD,RPPL,NSE_EQ|INE760W01023
OCCL LIMITED,OCCLLTD,NSE_EQ|INE0PK601023
GALLANTT ISPAT LIMITED,GALLANTT,NSE_EQ|INE297H01019
AMBER ENTERPRISES (I) LTD,AMBER,NSE_EQ|INE371P01015
UFLEX LIMITED,UFLEX,NSE_EQ|INE516A01017
R SYS INTERNATIONAL LTD,RSYSTEMS,NSE_EQ|INE411H01032
RISHABH INSTRUMENTS LTD,RISHABH,NSE_EQ|INE0N2P01017
SEL MANUFACTURING CO LTD,SELMC,NSE_EQ|INE105I01020
MAHALAXMI RUBTECH LIMITED,MHLXMIRU,NSE_EQ|INE112D01035
TAKE SOLUTIONS LTD,TAKE,NSE_EQ|INE142I01023
THIRUMALAI CHEMICALS LTD,TIRUMALCHM,NSE_EQ|INE338A01024
STEEL AUTHORITY OF INDIA,SAIL,NSE_EQ|INE114A01011
NIRAJ ISPAT IND LTD,NIRAJISPAT,NSE_EQ|INE326T01011
SMC GLOBAL SECURITIES LTD,SMCGLOBAL,NSE_EQ|INE103C01036
IND-SWIFT LIMITED,INDSWFTLTD,NSE_EQ|INE788B01028
VLS FINANCE LTD,VLSFINANCE,NSE_EQ|INE709A01018
SOMA TEXTILES & INDUST LT,SOMATEX,NSE_EQ|INE314C01013
ELECON ENG. CO. LTD,ELECON,NSE_EQ|INE205B01031
WE WIN LIMITED,WEWIN,NSE_EQ|INE082W01014
AJANTA PHARMA LIMITED,AJANTPHARM,NSE_EQ|INE031B01049
VIKAS LIFECARE LIMITED,VIKASLIFE,NSE_EQ|INE161L01027
AKZO NOBEL INDIA LIMITED,AKZOINDIA,NSE_EQ|INE133A01011
UNITED POLYFAB GUJ. LTD.,UNITEDPOLY,NSE_EQ|INE368U01029
CSB BANK LIMITED,CSBBANK,NSE_EQ|INE679A01013
TTK PRESTIGE LTD,TTKPRESTIG,NSE_EQ|INE690A01028
INDO THAI SEC LTD,INDOTHAI,NSE_EQ|INE337M01013
ASHOKA METCAST LIMITED,ASHOKAMET,NSE_EQ|INE760Y01011
STERLITE TECHNOLOGIES LTD,STLTECH,NSE_EQ|INE089C01029
CESC LTD,CESC,NSE_EQ|INE486A01021
BODHI TREE MULTIMEDIA LTD,BTML,NSE_EQ|INE0EEJ01023
GLENMARK PHARMACEUTICALS,GLENMARK,NSE_EQ|INE935A01035
MANG.CHEM.FERT.LTD,MANGCHEFER,NSE_EQ|INE558B01017
LOTUS EYE HOSP & INST L,LOTUSEYE,NSE_EQ|INE947I01017
RAMKRISHNA FORGINGS LTD,RKFORGE,NSE_EQ|INE399G01023
PIL ITALICA LIFESTYLE LTD,PILITA,NSE_EQ|INE600A01035
AUTOMOTIVE AXLES LIMITED,AUTOAXLES,NSE_EQ|INE449A01011
KALYANI COMMERCIALS LTD,KALYANI,NSE_EQ|INE610E01010
S. P. APPARELS LIMITED,SPAL,NSE_EQ|INE212I01016
GAYATRI HIGHWAYS LIMITED,GAYAHWS,NSE_EQ|INE287Z01012
PI INDUSTRIES LTD,PIIND,NSE_EQ|INE603J01030
SIEMENS LTD,SIEMENS,NSE_EQ|INE003A01024
SOLARA ACTIVE PHA SCI LTD,SOLARA,NSE_EQ|INE624Z01016
GANGA FORGING LIMITED,GANGAFORGE,NSE_EQ|INE691Z01023
INDIAN RENEWABLE ENERGY,IREDA,NSE_EQ|INE202E01016
INFO EDGE (I) LTD,NAUKRI,NSE_EQ|INE663F01032
EICHER MOTORS LTD,EICHERMOT,NSE_EQ|INE066A01021
GUJARAT GAS LIMITED,GUJGASLTD,NSE_EQ|INE844O01030
PPAP AUTOMOTIVE LIMITED,PPAP,NSE_EQ|INE095I01015
ALLCARGO LOGISTICS LTD,ALLCARGO,NSE_EQ|INE418H01029
PEARL POLYMERS LTD,PEARLPOLY,NSE_EQ|INE844A01013
HOME FIRST FIN CO IND LTD,HOMEFIRST,NSE_EQ|INE481N01025
KROSS LIMITED,KROSS,NSE_EQ|INE0O6601022
SAMHI HOTELS LIMITED,SAMHI,NSE_EQ|INE08U801020
BHARAT PETROLEUM CORP  LT,BPCL,NSE_EQ|INE029A01011
CHEMPLAST SANMAR LIMITED,CHEMPLASTS,NSE_EQ|INE488A01050
BAJEL PROJECTS LIMITED,BAJEL,NSE_EQ|INE0KQN01018
WALCHANDNAGAR INDUSTRIES,WALCHANNAG,NSE_EQ|INE711A01022
ABM INTERNATIONAL LTD,ABMINTLLTD,NSE_EQ|INE251C01025
SURAKSHA DIAGNOSTIC LTD,SURAKSHA,NSE_EQ|INE877V01027
MAHANAGAR TELEPHONE NIGAM,MTNL,NSE_EQ|INE153A01019
OM INFRA LIMITED,OMINFRAL,NSE_EQ|INE239D01028
TATA ELXSI LIMITED,TATAELXSI,NSE_EQ|INE670A01012
GOLDIAM INTERNATIONAL LTD,GOLDIAM,NSE_EQ|INE025B01025
AEROFLEX ENTERPRISES LTD,AEROENTER,NSE_EQ|INE065D01027
MADHAV MARBLE & GRANITE,MADHAV,NSE_EQ|INE925C01016
CCL PRODUCTS (I) LTD,CCL,NSE_EQ|INE421D01022
JAYSHREE TEA & INDUSTRIES,JAYSREETEA,NSE_EQ|INE364A01020
FEDERAL-MOGUL GOETZE (IND,FMGOETZE,NSE_EQ|INE529A01010
ORIENT PAPER AND INDS LTD,ORIENTPPR,NSE_EQ|INE592A01026
BHANSALI ENG. POLYMERS LT,BEPL,NSE_EQ|INE922A01025
SETCO AUTOMOTIVE LTD,SETCO,NSE_EQ|INE878E01021
SERVOTECH REN POW SYS LTD,SERVOTECH,NSE_EQ|INE782X01033
APCOTEX INDUSTRIES LIMITE,APCOTEXIND,NSE_EQ|INE116A01032
KRN HEAT EXCHANGE N REF L,KRN,NSE_EQ|INE0Q3J01015
WAAREE RENEWABLE TECH LTD,WAAREERTL,NSE_EQ|INE299N01021
SUNDARAM FINANCE HOLD LTD,SUNDARMHLD,NSE_EQ|INE202Z01029
RAJSHREE SUGAR & CHEMICAL,RAJSREESUG,NSE_EQ|INE562B01019
V-GUARD IND LTD.,VGUARD,NSE_EQ|INE951I01027
INDEF MANUFACTURING LTD,BAJAJINDEF,NSE_EQ|INE0O9T01021
SWARAJ ENGINES LTD,SWARAJENG,NSE_EQ|INE277A01016
POWER GRID CORP. LTD.,POWERGRID,NSE_EQ|INE752E01010
GREENPANEL INDUSTRIES LTD,GREENPANEL,NSE_EQ|INE08ZM01014
ANMOL INDIA LIMITED,ANMOL,NSE_EQ|INE02AR01019
XPRO INDIA LIMITED,XPROINDIA,NSE_EQ|INE445C01015
PYRAMID TECHNOPLAST LTD,PYRAMID,NSE_EQ|INE0MIS01010
TIPS MUSIC LIMITED,TIPSMUSIC,NSE_EQ|INE716B01029
PARAG MILK FOODS LTD.,PARAGMILK,NSE_EQ|INE883N01014
EIMCO ELECON (INDIA) LTD,EIMCOELECO,NSE_EQ|INE158B01016
FILATEX FASHIONS LIMITED,FILATFASH,NSE_EQ|INE185E01021
RAMA STEEL TUBES LIMITED,RAMASTEEL,NSE_EQ|INE230R01035
VISAKA INDUSTRIES LTD,VISAKAIND,NSE_EQ|INE392A01021
TATA CHEMICALS LTD,TATACHEM,NSE_EQ|INE092A01019
SPACENET ENTERS IND LTD,SPCENET,NSE_EQ|INE970N01027
SUMIT WOODS LIMITED,SUMIT,NSE_EQ|INE748Z01013
HIMATSINGKA SEIDE LTD,HIMATSEIDE,NSE_EQ|INE049A01027
DLF LIMITED,DLF,NSE_EQ|INE271C01023
TRF LIMITED,TRF,NSE_EQ|INE391D01019
CONCORD ENVIRO SYSTEMS L,CEWATER,NSE_EQ|INE037Z01029
PIDILITE INDUSTRIES LTD,PIDILITIND,NSE_EQ|INE318A01026
COUNTRY CLUB HOSP HOL LTD,CCHHL,NSE_EQ|INE652F01027
HUHTAMAKI INDIA LIMITED,HUHTAMAKI,NSE_EQ|INE275B01026
BANNARI AM SPIN MILL LTD.,BASML,NSE_EQ|INE186H01022
VARUN BEVERAGES LIMITED,VBL,NSE_EQ|INE200M01039
GANESH HOUSING CORP LTD,GANESHHOUC,NSE_EQ|INE460C01014
PARAS DEF AND SPCE TECH L,PARAS,NSE_EQ|INE045601023
SYRMA SGS TECHNOLOGY LTD,SYRMA,NSE_EQ|INE0DYJ01015
SOMANY CERAMICS LIMITED,SOMANYCERA,NSE_EQ|INE355A01028
BALAXI PHARMA LTD,BALAXI,NSE_EQ|INE618N01022
GEEKAY WIRES LIMITED,GEEKAYWIRE,NSE_EQ|INE669X01024
ARVIND FASHIONS LIMITED,ARVINDFASN,NSE_EQ|INE955V01021
RKEC PROJECTS LIMITED,RKEC,NSE_EQ|INE786W01010
MAS FINANCIAL SERV LTD,MASFIN,NSE_EQ|INE348L01012
TCI EXPRESS LIMITED,TCIEXP,NSE_EQ|INE586V01016
BALMER LAWRIE & CO LTD,BALMLAWRIE,NSE_EQ|INE164A01016
ECLERX SERVICES LTD,ECLERX,NSE_EQ|INE738I01010
MEGHMANI ORGANICS LIMITED,MOL,NSE_EQ|INE0CT101020
DOLAT ALGOTECH LIMITED,DOLATALGO,NSE_EQ|INE966A01022
DHARMAJ CROP GUARD LTD,DHARMAJ,NSE_EQ|INE00OQ01016
AEGIS LOGISTICS LIMITED,AEGISLOG,NSE_EQ|INE208C01025
DUCON INFRATECHNOLOGIES L,DUCON,NSE_EQ|INE741L01018
CRAFTSMAN AUTOMATION LTD,CRAFTSMAN,NSE_EQ|INE00LO01017
AHLUWALIA CONT IND LTD,AHLUCONT,NSE_EQ|INE758C01029
GUFIC BIOSCIENCES LTD.,GUFICBIO,NSE_EQ|INE742B01025
ORISSA BENGAL CARRIER LTD,OBCL,NSE_EQ|INE426Z01016
HERANBA INDUSTRIES LTD,HERANBA,NSE_EQ|INE694N01015
SIGMA SOLVE LIMITED,SIGMA,NSE_EQ|INE0A0S01010
R K SWAMY LIMITED,RKSWAMY,NSE_EQ|INE0NQ801033
PALRED TECHNOLOGIES LTD,PALREDTEC,NSE_EQ|INE218G01033
ZENSAR TECHNOLOGIES  LTD,ZENSARTECH,NSE_EQ|INE520A01027
HONASA CONSUMER LIMITED,HONASA,NSE_EQ|INE0J5401028
SKIPPER LIMITED,SKIPPER,NSE_EQ|INE439E01022
TOURISM FINANCE CORP. OF,TFCILTD,NSE_EQ|INE305A01015
ROSSELL TECHSYS LIMITED,ROSSTECH,NSE_EQ|INE0OJW01016
FILATEX INDIA LTD,FILATEX,NSE_EQ|INE816B01035
LT FOODS LIMITED,LTFOODS,NSE_EQ|INE818H01020
ALLDIGI TECH LIMITED,ALLDIGI,NSE_EQ|INE835G01018
FEDBANK FINANCIAL SER L,FEDFINA,NSE_EQ|INE007N01010
DCM SHRIRAM LIMITED,DCMSHRIRAM,NSE_EQ|INE499A01024
FOODS & INNS LIMITED,FOODSIN,NSE_EQ|INE976E01023
WELSPUN INV & COMM LTD,WELINV,NSE_EQ|INE389K01018
FLEXITUFF VENTURES INT L,FLEXITUFF,NSE_EQ|INE060J01017
SASTASUNDAR VENTURES LTD,SASTASUNDR,NSE_EQ|INE019J01013
FLAIR WRITING INDUST LTD,FLAIR,NSE_EQ|INE00Y201027
GO FASHION INDIA LTD,GOCOLORS,NSE_EQ|INE0BJS01011
INTERNATIO GEMM INS (I) L,IGIL,NSE_EQ|INE0Q9301021
SEAMEC LIMITED,SEAMECLTD,NSE_EQ|INE497B01018
PONDY OXIDES & CHEM LTD,POCL,NSE_EQ|INE063E01053
DABUR INDIA LTD,DABUR,NSE_EQ|INE016A01026
INTELLECT DESIGN ARENA,INTELLECT,NSE_EQ|INE306R01017
ORIENT CERATECH LIMITED,ORIENTCER,NSE_EQ|INE569C01020
INTENSE TECHNOLOGIES LTD,INTENTECH,NSE_EQ|INE781A01025
UJJIVAN SMALL FINANC BANK,UJJIVANSFB,NSE_EQ|INE551W01018
KCP SUGAR IND CORP LTD.,KCPSUGIND,NSE_EQ|INE790B01024
BEARDSELL LIMITED,BEARDSELL,NSE_EQ|INE520H01022
SHAKTI PUMPS (I) LTD,SHAKTIPUMP,NSE_EQ|INE908D01010
ESCORTS KUBOTA LIMITED,ESCORTS,NSE_EQ|INE042A01014
SYNCOM FORMU (I) LTD,SYNCOMF,NSE_EQ|INE312C01025
PROCTER & GAMBLE HEALTH L,PGHL,NSE_EQ|INE199A01012
RAVINDER HEIGHTS LIMITED,RVHL,NSE_EQ|INE09E501017
FUSION FINANCE LIMITED,FUSION,NSE_EQ|INE139R01012
VAKRANGEE LIMITED,VAKRANGEE,NSE_EQ|INE051B01021
AURUM PROPTECH LIMITED,AURUM,NSE_EQ|INE898S01029
SHARDA MOTOR INDS LTD,SHARDAMOTR,NSE_EQ|INE597I01028
ELDECO HSG & IND LTD.,ELDEHSG,NSE_EQ|INE668G01021
PTC INDUSTRIES LIMITED,PTCIL,NSE_EQ|INE596F01018
TECIL CHEMICALS,TECILCHEM,NSE_EQ|INE014B01011
GANESH BENZOPLAST LIMITED,GANESHBE,NSE_EQ|INE388A01029
RADAAN MEDIAWORKS (I) LTD,RADAAN,NSE_EQ|INE874F01027
APOLLO MICRO SYSTEMS LTD,APOLLO,NSE_EQ|INE713T01028
SELAN EXPLO. TECH LTD,SELAN,NSE_EQ|INE818A01017
AGARWAL INDS CORP LTD.,AGARIND,NSE_EQ|INE204E01012
